"ID","Prefecture","Q1","Q3","Q4","Q5","Q6","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_11","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q15","Q16","Q17","Q18","Q20","Q25","Q28","Q41","Q42_1","Q42_2","Q42_3","Q42_4","Q42_5","Q42_6","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q43_6","Q43_7","Q43_8","Q43_9","Q43_10","Q43_11","Q43_12","Q44_1","Q44_2","Q44_3","Q44_4","Q44_5","Q44_6","Q45","Q46","Q47","Q48","Q49_1","Q49_2","Q50","Q51","Q52","Q53","Q54","Q57_1","Q57_2","Q57_3","Q57_4","Q57_5","Q57_6","Q57_7"
437,11,1,5,5,3,3,1,1,1,1,0,1,0,0,0,0,0,2,3,3,3,4,4,3,3,2,2,1,3,2,5,4,4,4,4,7,4,4,5,1,5,3,1,5,3,5,1,1,1,3,4,3,2,3,2,2,4,2,8,2,3,2,2,1,3,4,1,1,0,0,0,0,0
438,11,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,2,2,1,1,3,1,1,2,2,1,8,1,1,1,3,1,1,1,3,3,1,1,3,3,2,3,4,5,1,2,5,4,3,4,4,1,1,9,3,66,2,2,1,3,4,0,0,0,1,1,0,0
439,11,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2,2,1,1,3,2,1,7,4,5,6,6,3,1,5,1,3,1,1,2,1,3,1,1,1,4,1,5,2,5,3,4,3,2,14,7,66,2,2,1,3,4,1,1,1,0,0,0,0
440,11,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,4,3,2,4,3,3,3,3,12,6,7,5,5,6,8,1,1,3,4,1,4,1,5,2,2,3,3,1,3,4,1,3,3,4,12,2,9,5,66,2,4,1,3,4,1,1,0,0,0,0,0
441,11,2,7,7,2,3,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,3,4,1,1,4,2,2,2,2,1,4,2,2,7,3,2,1,5,1,4,1,1,5,3,4,2,4,1,1,2,5,3,2,4,2,4,2,4,1,2,1,2,1,4,4,1,1,0,1,1,0,0
442,11,1,12,11,2,2,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,3,3,3,2,2,1,2,2,1,12,99,99,99,99,99,99,2,5,3,3,1,99,5,5,5,4,5,5,5,1,5,3,3,5,4,12,1,14,4,66,2,2,1,2,4,0,1,0,0,0,0,0
443,12,2,12,3,2,4,0,0,0,0,0,0,0,0,0,0,1,2,4,3,4,4,4,3,2,4,1,1,3,1,12,0,1,3,0,1,1,3,2,1,1,4,1,5,4,5,2,3,3,4,1,5,3,3,3,2,12,1,8,1,2,2,5,1,2,2,0,0,0,1,0,0,0
444,12,2,2,2,2,3,1,1,0,0,0,0,0,0,1,0,0,2,2,3,3,4,4,4,4,2,2,1,3,2,2,4,6,3,3,5,6,2,3,1,3,2,3,4,2,3,3,2,1,2,3,3,3,3,4,4,12,2,11,7,66,3,3,2,3,6,1,1,0,1,0,0,0
445,12,2,12,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,1,5,5,5,5,5,5,5,2,2,2,1,1,5,0,0,3,2,0,3,3,1,1,3,3,5,1,5,1,3,1,1,3,1,5,3,3,4,5,2,15,7,66,3,1,1,3,6,0,1,0,0,0,0,0
446,12,2,4,4,2,3,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,3,4,2,2,2,2,2,3,2,4,3,0,0,6,1,0,2,4,2,5,2,1,5,4,4,1,2,4,2,2,5,4,3,4,2,4,1,4,1,2,1,3,4,1,5,0,1,0,0,1,0,0
447,12,2,5,5,1,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,5,2,3,2,2,2,2,5,3,0,3,3,3,3,2,3,1,3,2,3,2,3,2,1,3,1,1,3,3,1,3,3,5,5,2,5,8,66,1,5,1,2,4,1,1,0,0,1,1,0
448,12,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4,4,3,2,1,1,3,2,2,3,7,1,3,3,5,2,3,2,4,3,2,5,1,4,2,5,4,2,4,3,3,3,4,4,2,2,12,5,66,2,1,1,2,5,0,1,0,1,0,0,0
449,12,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,2,2,3,3,2,3,2,1,7,2,6,3,8,1,2,2,2,3,3,2,3,3,3,3,1,2,1,3,4,2,3,5,4,1,2,15,7,66,2,1,1,2,3,1,1,0,0,0,0,0
450,12,3,12,99,3,3,99,99,99,99,99,99,99,99,99,99,99,2,2,3,2,3,3,2,1,3,2,3,2,1,99,99,99,99,99,99,99,3,4,1,3,3,1,5,1,4,1,1,3,4,3,3,3,3,2,5,99,2,6,2,3,2,3,1,4,5,0,0,0,1,0,0,0
451,12,2,9,4,2,4,0,0,0,0,0,0,0,0,0,0,1,4,4,3,2,2,2,1,2,4,1,1,2,2,12,1,0,2,7,0,0,1,1,3,5,5,2,5,1,3,2,5,5,4,4,1,5,3,5,4,4,1,12,7,66,2,5,1,2,6,0,1,0,1,0,1,0
452,12,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,1,2,1,1,3,2,1,5,7,3,0,3,7,1,3,3,4,1,2,3,2,3,1,2,1,1,2,3,3,2,4,4,2,2,9,1,2,3,2,1,1,4,0,1,0,1,0,1,0
453,12,3,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,2,3,1,5,2,5,5,4,5,99,99,99,99,99,99,99,99,99,99,99,99,4,1,5,1,5,1,1,1,2,8,1,3,3,5,1,1,4,1,1,0,1,0,1,0
454,12,2,1,3,3,3,1,1,0,0,1,0,0,0,0,0,0,2,3,3,3,2,2,2,2,2,1,1,2,2,1,0,2,2,1,1,2,2,4,3,4,2,2,4,3,3,2,2,2,2,2,3,3,3,3,5,12,2,7,2,3,2,2,1,4,5,1,1,0,1,0,1,0
455,12,2,1,1,4,4,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,1,2,2,1,5,4,3,2,1,1,1,3,3,3,1,2,5,1,5,1,3,3,2,4,3,2,3,3,2,1,1,4,1,2,1,3,2,2,5,0,1,0,1,0,0,0
456,12,2,2,2,1,3,1,0,0,0,0,1,0,0,0,0,0,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,7,1,3,2,9,3,1,1,5,4,2,3,2,2,5,1,1,4,4,2,1,1,5,2,2,1,11,1,2,2,2,1,3,4,1,1,0,0,0,0,0
457,12,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,3,3,3,2,1,1,3,2,1,6,5,4,3,7,6,3,3,4,3,3,4,2,2,3,4,3,3,3,4,3,3,1,5,1,1,1,13,7,66,2,5,2,2,4,1,1,0,1,0,0,0
458,12,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,1,1,1,3,3,2,2,3,7,0,7,7,7,0,1,1,5,1,2,1,1,5,1,1,5,5,1,1,1,2,2,1,1,1,1,2,6,66,1,5,1,3,6,0,0,0,0,0,0,1
459,12,2,7,4,1,4,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,4,2,2,2,1,1,3,2,4,0,0,0,10,0,0,1,3,1,3,3,3,5,1,1,1,1,1,1,2,2,1,1,3,4,4,2,8,8,66,2,4,2,4,3,1,1,0,1,0,0,0
460,12,2,8,8,2,3,0,0,0,0,0,0,1,0,0,0,0,3,4,4,3,4,4,3,2,2,1,1,3,2,1,7,3,2,5,5,5,1,2,3,2,5,2,1,2,2,2,5,2,2,3,5,5,5,1,4,4,1,8,1,2,2,5,2,4,5,1,1,0,1,0,0,0
461,12,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,2,2,2,4,2,1,5,1,1,1,5,6,3,1,3,5,1,1,4,2,3,1,1,1,1,3,3,3,3,3,1,1,2,13,5,66,3,2,5,1,4,0,1,0,1,0,1,0
462,12,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,4,3,2,1,1,1,3,2,7,2,10,5,5,5,10,4,2,1,3,2,3,5,1,3,1,3,2,2,3,3,3,99,4,4,7,2,14,1,4,3,2,3,4,5,1,1,0,0,0,0,0
463,12,2,4,4,2,3,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,3,3,2,2,2,1,1,2,2,4,1,1,1,5,1,1,2,3,2,4,2,2,5,2,3,2,3,3,2,2,4,3,3,4,2,4,2,12,2,3,3,7,5,99,99,0,0,0,1,0,0,0
464,12,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,2,3,2,2,1,3,2,3,5,4,7,5,3,4,3,3,2,3,2,3,4,3,3,2,3,2,4,4,4,2,2,4,5,4,2,6,1,2,2,5,1,4,5,0,1,0,1,1,0,0
465,12,1,7,7,2,3,1,1,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,3,3,2,3,3,2,1,5,2,4,1,8,1,3,3,2,2,2,3,4,2,3,3,5,4,2,3,4,3,4,2,4,1,1,13,99,66,1,2,4,1,4,0,1,0,0,0,0,0
466,12,3,12,5,5,5,0,1,0,1,0,0,0,0,0,0,0,2,2,2,2,3,3,1,1,1,2,2,2,2,5,5,3,6,3,99,99,3,3,1,5,2,2,4,3,4,2,1,3,2,3,2,2,1,5,5,5,2,3,1,2,1,5,4,1,4,0,0,0,1,0,0,0
467,12,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,3,2,2,1,1,3,2,1,6,5,1,2,5,4,2,3,2,2,3,2,3,2,2,4,5,1,2,2,1,1,2,2,2,1,2,15,7,66,3,2,1,99,5,0,1,0,1,0,0,0
468,12,2,12,1,3,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,2,3,2,1,2,2,1,5,5,5,5,7,5,3,5,1,5,2,2,5,3,5,2,1,2,3,3,3,3,3,5,4,12,2,12,5,66,2,2,1,3,5,0,1,0,0,0,0,0
469,12,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,3,2,2,3,1,3,3,2,1,6,99,99,99,3,5,1,2,2,3,2,99,2,3,4,3,4,1,2,2,3,2,3,99,1,12,2,10,5,66,2,5,1,5,2,0,1,0,1,0,0,0
470,12,1,2,4,1,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,4,3,3,2,2,2,3,2,4,4,5,5,8,10,8,2,4,1,2,3,4,4,2,2,3,4,2,3,3,2,2,4,4,6,4,2,13,5,66,2,2,1,2,4,1,1,0,0,0,0,0
471,12,1,12,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,2,1,1,1,3,2,1,8,8,4,2,9,5,1,1,3,4,1,3,1,1,1,3,4,3,1,3,5,1,1,4,5,4,1,10,1,2,2,5,1,3,5,0,0,0,1,0,1,0
472,12,2,12,1,3,3,0,0,1,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,1,2,1,1,5,3,0,4,5,4,2,3,1,1,3,3,2,1,2,2,5,2,2,3,4,4,3,5,8,6,2,6,2,3,2,2,4,3,4,0,1,0,1,1,0,0
473,12,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,2,4,2,3,4,4,4,3,2,1,2,3,2,1,7,5,2,4,6,6,1,1,2,4,4,4,4,4,4,4,5,1,5,2,5,5,2,5,3,1,1,10,1,2,2,5,1,3,3,1,0,1,1,1,1,0
474,12,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,1,2,3,1,1,2,2,1,8,99,99,99,0,99,1,1,4,2,4,5,5,5,5,5,1,2,1,1,4,1,5,2,2,1,1,8,1,2,2,5,4,5,5,0,0,0,1,1,1,0
475,12,2,6,99,4,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,3,2,2,2,2,2,2,12,3,4,5,5,1,8,2,3,1,5,3,2,2,2,2,2,2,1,2,3,3,3,1,5,8,4,1,2,1,2,1,5,1,5,4,0,1,0,0,1,0,0
476,12,1,12,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,5,4,2,2,1,2,2,1,7,5,6,6,7,7,3,1,3,4,3,2,5,1,2,1,4,4,1,4,1,1,3,3,4,1,2,15,7,66,3,2,1,1,4,0,1,0,0,0,0,0
477,12,2,2,5,2,3,1,0,0,1,0,0,0,0,0,0,0,2,4,3,4,4,3,1,1,2,2,1,3,2,5,3,5,3,4,1,5,3,4,2,2,3,1,5,1,5,4,1,1,3,4,4,2,2,1,3,2,99,2,1,1,1,2,1,3,5,0,1,0,1,0,1,0
478,12,2,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,4,1,2,2,2,1,4,2,4,1,3,2,4,2,4,2,4,1,3,2,1,4,1,2,1,5,2,2,4,4,4,3,5,5,4,1,2,1,2,1,3,1,3,4,0,1,1,1,0,0,0
479,12,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,3,3,3,2,1,1,3,2,1,7,3,5,5,5,5,1,2,5,3,3,2,2,1,2,3,4,2,1,2,5,2,2,3,1,1,1,13,3,66,3,6,1,4,2,1,1,0,1,0,0,0
480,12,2,9,9,1,4,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,2,2,1,1,3,1,1,1,2,9,99,99,99,99,99,99,1,1,2,2,1,3,5,4,3,2,5,5,1,2,5,5,3,5,2,9,2,5,1,2,2,3,1,2,4,0,0,0,1,1,1,0
481,12,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,5,2,3,2,3,2,2,12,5,5,5,5,5,5,2,3,2,3,2,3,3,3,3,2,3,3,1,3,3,3,3,4,4,12,1,7,1,2,1,4,1,1,4,0,1,0,0,0,0,0
482,12,2,12,3,4,3,1,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2,2,2,1,3,2,1,5,5,5,5,3,3,2,3,2,4,2,3,3,1,3,3,2,2,2,4,3,1,3,3,4,12,1,10,7,66,1,6,5,1,7,0,1,0,0,0,0,0
483,12,3,12,7,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,1,2,3,2,1,5,5,2,0,5,5,3,4,1,5,3,3,1,5,1,1,5,5,99,99,99,99,99,99,3,1,99,14,7,66,2,1,1,3,4,0,1,0,0,0,0,0
484,12,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,4,2,2,2,2,2,2,2,3,7,0,5,0,10,5,5,1,5,1,1,5,1,5,3,5,5,5,5,1,1,1,5,4,2,1,12,7,66,1,4,1,2,4,1,1,0,0,0,0,0
485,12,2,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,3,3,3,3,2,2,3,3,2,4,3,5,0,5,3,4,1,3,1,3,3,2,4,1,3,1,3,1,2,4,5,3,3,5,4,12,1,4,2,3,1,2,1,3,4,0,0,0,1,0,1,0
486,12,2,8,8,2,3,0,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,2,2,2,1,1,1,2,2,7,1,3,4,3,0,5,1,1,2,5,1,1,5,1,5,1,5,3,1,5,3,5,1,1,3,7,1,8,3,66,1,5,1,3,3,1,0,0,0,1,1,0
487,12,2,12,4,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,2,2,2,2,1,2,1,12,4,3,3,4,1,4,2,4,1,4,2,2,5,3,4,3,2,2,1,3,4,3,5,4,8,1,2,8,99,66,1,3,1,4,5,0,1,1,1,0,0,0
488,12,2,9,9,2,3,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,1,1,2,2,9,1,1,1,1,3,2,2,4,3,4,3,3,4,2,4,2,4,4,1,3,4,4,3,3,4,9,2,10,2,3,2,2,1,3,4,0,1,0,1,0,0,0
489,12,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,3,2,2,2,2,4,2,2,0,6,2,4,6,6,3,5,1,5,3,4,5,4,4,5,2,2,4,3,3,1,3,5,1,2,2,12,8,66,3,5,1,1,5,1,1,0,0,0,0,0
490,12,1,10,10,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,3,2,2,2,1,3,2,2,1,5,1,2,8,5,3,4,1,4,2,2,3,1,3,2,1,1,1,5,3,2,3,5,2,12,2,7,2,2,2,2,1,3,3,0,1,0,0,0,0,0
491,12,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,2,1,1,2,1,1,10,1,3,2,5,5,1,2,3,3,3,3,2,2,1,2,5,3,1,2,5,2,2,1,1,1,1,12,3,66,3,2,1,1,3,1,1,0,0,0,0,0
492,12,1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,3,3,2,5,4,2,3,2,5,4,2,5,1,4,2,3,5,3,5,1,2,3,2,3,2,2,3,4,2,5,2,8,2,2,3,2,1,1,5,0,1,0,0,0,0,0
493,12,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,3,2,2,2,2,2,2,5,6,3,5,5,6,3,2,1,3,2,2,4,2,4,2,3,3,1,5,4,1,3,4,4,2,1,14,1,3,2,4,1,4,4,1,1,0,0,0,0,0
494,12,2,1,4,1,4,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,2,2,2,1,3,2,1,2,0,1,7,1,0,1,5,5,3,3,1,1,1,4,2,5,4,3,2,5,4,4,1,2,1,1,8,1,2,2,2,1,5,3,0,1,0,1,1,1,0
495,12,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4,2,2,2,2,3,1,1,7,6,5,3,5,6,2,3,1,4,2,3,1,1,1,5,1,1,1,1,5,2,2,3,9,4,2,5,1,1,1,5,1,3,4,1,1,0,0,0,0,0
496,12,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,3,3,3,2,1,1,2,2,1,8,1,3,1,3,5,1,1,3,2,3,2,2,2,2,3,4,5,1,2,5,2,4,1,3,1,1,13,4,66,2,2,1,2,3,1,1,0,0,0,0,0
497,12,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,5,5,5,5,5,2,1,1,2,1,1,99,99,99,99,99,99,1,5,5,1,3,3,5,5,5,5,5,5,2,1,5,4,3,1,2,1,2,14,7,66,1,2,1,1,4,1,1,1,0,0,0,0
498,12,2,3,4,1,3,0,1,1,0,0,0,0,0,0,0,0,2,3,3,2,3,3,4,2,3,1,1,2,1,3,4,4,8,8,3,3,1,1,5,3,3,5,2,2,2,2,4,1,1,2,3,2,3,5,1,12,1,15,7,66,3,2,1,1,4,1,1,0,0,0,0,0
499,12,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,2,4,4,4,5,2,1,1,1,3,2,1,10,0,10,0,10,5,1,1,1,5,1,1,4,1,3,4,4,1,1,5,3,3,3,3,4,1,2,14,4,66,3,2,1,1,4,1,1,0,0,0,0,0
500,12,2,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,3,3,3,3,2,3,2,2,2,2,1,2,2,1,8,3,3,3,2,0,3,3,1,1,1,1,4,3,4,3,3,3,1,3,5,3,3,5,2,1,1,9,1,2,2,3,1,5,4,0,1,0,1,0,0,0
501,12,2,12,6,3,4,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,5,3,3,2,1,3,2,6,0,0,0,0,0,0,5,1,1,1,5,2,5,1,5,5,5,5,1,3,4,1,3,5,3,6,1,7,1,2,2,2,1,3,5,0,0,0,1,0,0,0
502,12,1,7,7,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,4,1,3,2,2,1,6,5,5,4,6,6,1,2,3,2,3,3,3,3,1,3,4,4,1,4,5,2,3,4,1,1,1,11,1,2,2,5,1,3,5,0,1,0,1,0,1,0
503,12,1,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,2,1,2,2,3,2,12,5,4,4,4,3,2,1,5,1,3,2,3,4,3,4,3,3,4,2,3,3,2,3,4,1,1,2,9,5,66,2,2,1,3,4,1,1,1,1,1,1,0
504,12,3,99,99,2,3,99,99,99,99,99,99,99,99,99,99,99,2,2,3,3,3,3,3,2,2,2,2,2,2,99,99,99,99,99,5,5,3,5,1,3,3,3,4,2,4,1,3,3,3,5,3,2,3,5,5,99,2,6,1,3,1,4,1,4,7,1,1,0,0,0,0,0
505,12,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,3,4,3,2,2,2,4,2,2,0,9,2,0,3,8,4,4,99,5,5,4,5,1,4,4,1,1,2,4,1,2,2,5,3,2,1,13,7,66,2,5,1,2,3,1,1,1,0,0,0,0
506,12,1,5,5,2,2,1,0,0,1,0,0,0,0,0,0,0,1,2,3,4,4,4,4,3,2,2,2,3,2,2,7,5,3,5,8,8,5,5,1,3,3,3,5,5,3,4,3,2,2,3,3,2,3,3,2,1,2,13,7,66,3,2,1,2,5,1,1,1,0,0,0,0
507,12,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,4,2,2,2,2,3,1,2,4,8,3,5,4,9,3,4,1,4,2,3,3,2,3,2,2,1,3,2,4,2,4,4,4,2,1,10,2,2,2,2,2,2,5,1,1,0,0,0,0,0
508,12,2,3,4,3,4,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,2,2,2,2,1,3,2,4,0,0,6,6,0,0,2,4,2,4,2,1,5,1,5,4,5,2,2,4,3,4,4,5,2,4,2,5,1,2,1,2,4,1,5,0,0,0,1,1,1,0
509,12,3,12,99,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,3,3,3,1,1,3,2,12,99,99,99,99,99,99,2,2,3,4,2,4,3,1,3,3,3,3,1,3,3,3,3,3,3,12,2,11,2,3,2,4,1,2,3,1,1,0,0,0,0,0
510,12,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,2,2,2,2,3,2,1,5,3,3,3,0,0,3,3,3,4,3,3,1,2,2,2,2,3,3,3,3,3,3,3,4,4,2,2,1,2,1,3,1,4,5,0,1,0,1,1,0,0
511,12,2,4,4,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,2,2,2,2,2,2,1,4,5,4,5,8,6,8,3,5,2,5,2,2,3,2,2,3,2,1,3,4,4,3,3,3,4,4,2,8,2,4,2,3,1,4,3,0,1,0,1,0,0,0
512,12,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,3,3,2,2,2,3,3,2,2,5,6,3,5,6,6,3,2,1,3,2,2,2,2,4,4,2,1,1,1,4,3,2,5,2,12,2,9,2,4,2,4,1,4,4,1,1,0,1,0,0,0
513,12,1,5,5,2,2,0,0,1,1,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,2,2,3,3,2,5,6,5,4,6,6,6,4,4,1,5,2,2,4,3,3,3,3,3,4,4,4,2,4,2,1,5,1,7,1,2,2,5,2,3,4,1,1,0,1,0,0,0
514,12,1,12,4,3,3,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,4,4,2,2,2,1,1,2,1,4,7,5,3,6,4,99,2,2,2,3,2,2,4,2,2,3,3,4,2,1,4,2,4,4,2,4,1,8,1,2,2,5,2,3,4,0,1,0,1,0,0,0
515,12,1,12,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,3,1,1,2,2,1,2,1,12,5,4,4,4,5,7,1,4,2,4,1,3,3,2,2,1,2,1,2,4,4,3,4,4,2,2,1,2,6,66,1,5,2,4,3,1,1,0,0,0,0,0
516,12,2,5,2,1,3,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,1,1,1,3,2,1,7,6,0,2,2,5,1,1,1,2,2,2,3,4,3,3,5,5,3,3,4,4,2,4,1,1,1,15,3,66,3,2,1,5,2,0,1,0,0,0,0,0
517,12,1,12,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,4,2,3,2,2,2,2,3,2,1,6,2,0,2,8,8,2,3,1,3,3,3,1,5,3,3,3,1,3,2,2,2,3,5,1,1,2,12,3,66,2,4,1,3,3,1,1,0,0,0,1,0
518,12,2,12,99,3,3,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,2,2,3,2,1,2,2,12,6,6,7,5,6,6,2,3,2,3,2,3,4,2,4,2,2,2,3,3,4,4,3,3,2,12,2,3,2,3,1,3,1,5,5,0,1,0,1,1,1,0
519,12,3,1,1,3,2,0,0,1,1,0,0,0,0,0,0,0,2,3,2,2,3,3,3,2,3,2,2,2,2,99,5,3,3,5,5,3,3,2,2,5,1,2,4,1,3,3,5,3,1,3,2,3,2,2,4,1,1,12,1,2,1,3,2,1,4,1,1,0,1,0,0,0
520,12,2,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,2,2,2,1,2,2,99,2,2,3,8,1,5,1,4,1,4,2,2,4,2,2,2,2,2,2,3,2,2,2,2,5,4,1,5,2,2,2,6,1,3,3,0,0,0,1,0,0,0
521,12,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,2,2,3,2,2,1,8,1,1,4,8,3,5,1,4,3,3,5,2,3,3,3,3,2,3,3,2,3,4,4,12,2,13,7,66,2,2,1,2,7,1,1,0,1,0,0,0
522,12,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,2,2,2,2,1,2,2,1,6,6,5,5,2,2,1,4,3,2,3,3,5,1,2,1,1,1,1,4,4,2,3,3,5,4,1,3,1,1,2,2,1,4,5,0,0,0,1,1,0,0
523,12,2,4,4,2,2,0,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,3,1,1,2,2,4,5,5,3,8,3,3,2,2,3,3,3,2,3,2,3,3,3,2,3,3,3,4,2,4,2,4,2,9,5,66,2,2,1,4,3,0,0,0,1,1,0,0
524,12,2,6,6,2,3,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,3,3,1,1,2,2,2,2,2,6,3,3,3,3,3,3,4,4,1,4,1,1,4,1,4,3,1,1,3,4,2,2,2,5,5,6,2,6,1,3,2,5,2,5,5,1,1,0,1,1,0,0
525,12,1,1,1,4,3,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,3,3,3,1,2,2,3,1,5,1,2,3,1,3,4,2,1,2,3,2,1,2,2,4,1,1,11,7,66,1,2,4,1,6,0,1,0,0,0,0,0
526,12,2,4,99,2,3,99,99,99,99,99,99,99,99,99,99,99,2,3,2,2,2,2,2,2,3,2,2,5,3,99,1,2,0,3,99,5,3,3,1,3,2,2,5,4,4,5,3,3,2,4,3,3,3,4,2,99,1,8,99,66,2,2,5,99,99,0,1,1,1,1,1,0
527,12,1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,2,3,2,3,2,2,2,2,1,5,5,0,0,0,5,0,1,3,3,2,2,2,5,2,5,3,3,3,3,3,3,3,3,3,4,5,1,4,2,2,1,1,4,1,4,0,0,0,1,0,0,0
